0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.228190	-0.309271	-0.370870	-0.419657	-0.459698	-0.493167	-0.521340	-0.545062	-0.564921	-0.581340	-0.594636	-0.605046	-0.612749	-0.617880	-0.620530	-0.620754	-0.618569	-0.613952	-0.606832	-0.597086	-0.584526	-0.568879	-0.549767	-0.526659	-0.498811	-0.465153	-0.424075	-0.372924	-0.306924	-0.217408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000070	0.000062	0.000002	-0.000086	-0.000189	-0.000298	-0.000410	-0.000520	-0.000629	-0.000735	-0.000839	-0.000941	-0.001041	-0.001141	-0.001239	-0.001339	-0.001439	-0.001542	-0.001649	-0.001761	-0.001879	-0.002007	-0.002147	-0.002303	-0.002480	-0.002684	-0.002927	-0.003223	-0.003594	-0.004079	-0.004739	-0.005686	-0.007120	-0.009427	-0.013357	-0.020412	-0.033728	-0.060192	-0.114563	-0.228190	-0.309271	-0.370870	-0.419657	-0.459698	-0.493167	-0.521340	-0.545062	-0.564921	-0.581340	-0.594636	-0.605046	-0.612749	-0.617880	-0.620530	-0.620754	-0.618569	-0.613952	-0.606832	-0.597086	-0.584526	-0.568879	-0.549767	-0.526659	-0.498811	-0.465153	-0.424075	-0.372924	-0.306924	-0.217408	-0.084874	-0.034500	-0.014868	-0.006571	-0.002826	-0.001055	-0.000176	0.000286	0.000541	0.000687	0.000773	0.000822	0.000848	0.000858	0.000855	0.000843	0.000823	0.000796	0.000761	0.000718	0.000668	0.000609	0.000540	0.000461	0.000372	0.000274	0.000170	0.000070	-0.000002	0.000000
0.000000	0.000147	0.000102	-0.000058	-0.000284	-0.000545	-0.000822	-0.001104	-0.001386	-0.001664	-0.001937	-0.002205	-0.002468	-0.002727	-0.002984	-0.003241	-0.003499	-0.003760	-0.004028	-0.004306	-0.004597	-0.004906	-0.005239	-0.005604	-0.006011	-0.006471	-0.007005	-0.007636	-0.008403	-0.009361	-0.010597	-0.012251	-0.014558	-0.017920	-0.023043	-0.031190	-0.044622	-0.067386	-0.106678	-0.172520	-0.263469	-0.330176	-0.382034	-0.424657	-0.460167	-0.489989	-0.515115	-0.536216	-0.553768	-0.568120	-0.579537	-0.588221	-0.594325	-0.597964	-0.599216	-0.598126	-0.594706	-0.588929	-0.580725	-0.569975	-0.556496	-0.540028	-0.520210	-0.496542	-0.468336	-0.434622	-0.394014	-0.344571	-0.283582	-0.206311	-0.110758	-0.056185	-0.028722	-0.014618	-0.007210	-0.003236	-0.001031	0.000241	0.001001	0.001469	0.001761	0.001942	0.002050	0.002106	0.002123	0.002110	0.002073	0.002012	0.001931	0.001829	0.001705	0.001558	0.001388	0.001192	0.000972	0.000729	0.000474	0.000226	0.000033	0.000000
0.000000	0.000175	0.000035	-0.000298	-0.000744	-0.001254	-0.001797	-0.002353	-0.002912	-0.003466	-0.004012	-0.004550	-0.005080	-0.005605	-0.006125	-0.006646	-0.007170	-0.007702	-0.008247	-0.008812	-0.009405	-0.010035	-0.010714	-0.011458	-0.012285	-0.013223	-0.014307	-0.015586	-0.017130	-0.019044	-0.021480	-0.024673	-0.028992	-0.035018	-0.043679	-0.056444	-0.075582	-0.104388	-0.147177	-0.207391	-0.278770	-0.337148	-0.384581	-0.424068	-0.457061	-0.484714	-0.507907	-0.527254	-0.543197	-0.556061	-0.566092	-0.573478	-0.578362	-0.580848	-0.581009	-0.578885	-0.574485	-0.567780	-0.558703	-0.547137	-0.532909	-0.515771	-0.495382	-0.471284	-0.442860	-0.409288	-0.369499	-0.322239	-0.266312	-0.200699	-0.129208	-0.078176	-0.046209	-0.026716	-0.014950	-0.007830	-0.003455	-0.000710	0.001048	0.002195	0.002950	0.003446	0.003764	0.003955	0.004051	0.004073	0.004034	0.003943	0.003802	0.003616	0.003384	0.003106	0.002780	0.002407	0.001987	0.001528	0.001046	0.000574	0.000180	0.000000
0.000000	0.000110	-0.000200	-0.000773	-0.001507	-0.002336	-0.003219	-0.004125	-0.005039	-0.005948	-0.006848	-0.007738	-0.008617	-0.009488	-0.010355	-0.011222	-0.012096	-0.012984	-0.013895	-0.014838	-0.015828	-0.016879	-0.018010	-0.019247	-0.020621	-0.022173	-0.023958	-0.026053	-0.028562	-0.031632	-0.035475	-0.040398	-0.046852	-0.055497	-0.067290	-0.083587	-0.106202	-0.137286	-0.178810	-0.230940	-0.288308	-0.339549	-0.383228	-0.420196	-0.451299	-0.477382	-0.499168	-0.517207	-0.531914	-0.543603	-0.552515	-0.558834	-0.562697	-0.564209	-0.563440	-0.560430	-0.555188	-0.547687	-0.537866	-0.525615	-0.510773	-0.493116	-0.472337	-0.448041	-0.419718	-0.386750	-0.348431	-0.304133	-0.253647	-0.197760	-0.140800	-0.094891	-0.061837	-0.039127	-0.023906	-0.013799	-0.007073	-0.002559	0.000500	0.002593	0.004032	0.005018	0.005683	0.006111	0.006361	0.006470	0.006464	0.006360	0.006167	0.005892	0.005538	0.005105	0.004594	0.004007	0.003348	0.002628	0.001870	0.001116	0.000445	0.000000
0.000000	-0.000067	-0.000628	-0.001510	-0.002593	-0.003802	-0.005082	-0.006398	-0.007726	-0.009052	-0.010369	-0.011673	-0.012964	-0.014246	-0.015524	-0.016803	-0.018093	-0.019403	-0.020747	-0.022138	-0.023596	-0.025141	-0.026801	-0.028610	-0.030612	-0.032863	-0.035437	-0.038431	-0.041979	-0.046258	-0.051518	-0.058100	-0.066473	-0.077279	-0.091372	-0.109838	-0.133944	-0.164910	-0.203405	-0.248543	-0.296476	-0.341231	-0.380789	-0.414969	-0.444077	-0.468612	-0.489089	-0.505954	-0.519570	-0.530227	-0.538152	-0.543523	-0.546476	-0.547114	-0.545509	-0.541700	-0.535700	-0.527490	-0.517013	-0.504174	-0.488832	-0.470793	-0.449802	-0.425542	-0.397635	-0.365670	-0.329272	-0.288275	-0.243024	-0.194840	-0.147154	-0.106187	-0.074017	-0.049974	-0.032533	-0.020084	-0.011253	-0.004989	-0.000536	0.002640	0.004906	0.006513	0.007637	0.008397	0.008875	0.009128	0.009198	0.009110	0.008882	0.008526	0.008048	0.007453	0.006743	0.005924	0.005001	0.003991	0.002920	0.001834	0.000816	0.000000
0.000000	-0.000361	-0.001261	-0.002520	-0.004012	-0.005653	-0.007382	-0.009157	-0.010950	-0.012743	-0.014526	-0.016294	-0.018049	-0.019793	-0.021532	-0.023274	-0.025031	-0.026816	-0.028644	-0.030534	-0.032511	-0.034602	-0.036841	-0.039272	-0.041949	-0.044940	-0.048334	-0.052244	-0.056821	-0.062260	-0.068822	-0.076846	-0.086775	-0.099175	-0.114737	-0.134255	-0.158529	-0.188155	-0.223155	-0.262449	-0.303386	-0.342485	-0.377958	-0.409211	-0.436186	-0.459096	-0.478256	-0.493990	-0.506592	-0.516310	-0.523350	-0.527878	-0.530025	-0.529893	-0.527550	-0.523043	-0.516387	-0.507569	-0.496547	-0.483241	-0.467537	-0.449277	-0.428267	-0.404273	-0.377045	-0.346357	-0.312081	-0.274338	-0.233715	-0.191545	-0.150330	-0.113590	-0.083046	-0.058789	-0.040107	-0.025998	-0.015461	-0.007637	-0.001843	0.002440	0.005595	0.007902	0.009564	0.010728	0.011498	0.011949	0.012136	0.012096	0.011856	0.011433	0.010839	0.010083	0.009170	0.008108	0.006906	0.005584	0.004169	0.002708	0.001279	0.000000
0.000000	-0.000769	-0.002095	-0.003800	-0.005758	-0.007881	-0.010103	-0.012378	-0.014675	-0.016974	-0.019262	-0.021535	-0.023791	-0.026035	-0.028274	-0.030518	-0.032779	-0.035073	-0.037421	-0.039845	-0.042373	-0.045039	-0.047883	-0.050956	-0.054320	-0.058053	-0.062251	-0.067038	-0.072571	-0.079048	-0.086720	-0.095902	-0.106982	-0.120422	-0.136747	-0.156494	-0.180124	-0.207852	-0.239418	-0.273829	-0.309249	-0.343489	-0.375120	-0.403438	-0.428183	-0.449370	-0.467151	-0.481735	-0.493337	-0.502158	-0.508373	-0.512131	-0.513553	-0.512734	-0.509745	-0.504632	-0.497417	-0.488098	-0.476643	-0.462995	-0.447067	-0.428745	-0.407890	-0.384353	-0.357995	-0.328730	-0.296598	-0.261874	-0.225205	-0.187758	-0.151332	-0.118093	-0.089366	-0.065518	-0.046294	-0.031116	-0.019298	-0.010180	-0.003191	0.002137	0.006175	0.009207	0.011449	0.013063	0.014171	0.014863	0.015204	0.015243	0.015014	0.014542	0.013845	0.012933	0.011818	0.010510	0.009020	0.007369	0.005585	0.003712	0.001817	0.000000
0.000000	-0.001285	-0.003120	-0.005338	-0.007815	-0.010464	-0.013217	-0.016028	-0.018862	-0.021697	-0.024520	-0.027324	-0.030110	-0.032882	-0.035646	-0.038416	-0.041205	-0.044032	-0.046920	-0.049894	-0.052987	-0.056237	-0.059689	-0.063399	-0.067435	-0.071878	-0.076830	-0.082416	-0.088790	-0.096140	-0.104697	-0.114736	-0.126578	-0.140582	-0.157121	-0.176536	-0.199058	-0.224690	-0.253074	-0.283376	-0.314294	-0.344360	-0.372464	-0.397929	-0.420411	-0.439802	-0.456135	-0.469521	-0.480104	-0.488032	-0.493448	-0.496476	-0.497226	-0.495785	-0.492221	-0.486583	-0.478897	-0.469170	-0.457387	-0.443512	-0.427486	-0.409237	-0.388681	-0.365738	-0.340358	-0.312560	-0.282482	-0.250465	-0.217130	-0.183442	-0.150709	-0.120368	-0.093421	-0.070305	-0.051006	-0.035221	-0.022505	-0.012378	-0.004383	0.001879	0.006744	0.010482	0.013309	0.015393	0.016866	0.017827	0.018350	0.018494	0.018299	0.017796	0.017008	0.015951	0.014639	0.013084	0.011300	0.009308	0.007134	0.004817	0.002414	0.000000
0.000000	-0.001899	-0.004321	-0.007113	-0.010160	-0.013375	-0.016694	-0.020069	-0.023465	-0.026859	-0.030237	-0.033594	-0.036927	-0.040243	-0.043549	-0.046858	-0.050187	-0.053556	-0.056990	-0.060517	-0.064174	-0.068000	-0.072045	-0.076367	-0.081035	-0.086134	-0.091764	-0.098045	-0.105123	-0.113169	-0.122384	-0.132998	-0.145264	-0.159448	-0.175803	-0.194526	-0.215702	-0.239226	-0.264726	-0.291524	-0.318671	-0.345129	-0.370039	-0.392800	-0.413052	-0.430620	-0.445457	-0.457602	-0.467135	-0.474158	-0.478779	-0.481099	-0.481212	-0.479195	-0.475113	-0.469015	-0.460933	-0.450882	-0.438863	-0.424858	-0.408840	-0.390772	-0.370616	-0.348352	-0.323996	-0.297633	-0.269457	-0.239824	-0.209291	-0.178642	-0.148848	-0.120918	-0.095622	-0.073381	-0.054298	-0.038244	-0.024948	-0.014072	-0.005269	0.001790	0.007393	0.011788	0.015178	0.017730	0.019576	0.020820	0.021544	0.021810	0.021666	0.021148	0.020283	0.019091	0.017588	0.015788	0.013708	0.011366	0.008786	0.006000	0.003052	0.000000
